county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Mono County,9/2/20,,,,,
Monterey County,9/2/20,115,75,108,15,
Napa County ,9/2/20,111,99,18,12,
Nevada County ,9/2/20,56,,,,
Orange County,9/2/20,692,565,78,78,
Placer County,9/2/20,83,64,12,12,
Plumas County,9/2/20,,,,,
Riverside County,9/2/20,365,365,15,15,
Sacramento County,9/2/20,525,503,63,63,
San Benito County,9/2/20,,,,,
San Bernardino County,9/2/20,427,427,20,,20
San Diego County,9/2/20,1327,151,44,44,
San Francisco,9/2/20,2613,1932,91,91,
San Joaquin County,9/2/20,73,68,,,
San Luis Obispo County,9/2/20,155,,14,14,
San Mateo County,9/2/20,166,166,,,
Santa Barbara County,9/2/20,114,74,,,
Santa Clara County,9/2/20,837,633,105,12,
Santa Cruz County,9/2/20,242,168,35,,12
Shasta County,9/2/20,75,72,,,
Sierra County,9/2/20,,,,,
Siskiyou County,9/2/20,,,,,
Solano County,9/2/20,127,112,,,
Sonoma County,9/2/20,94,78,24,24,
Stanislaus County,9/2/20,124,92,,,
Sutter County,9/2/20,18,18,,,
Tehama County,9/2/20,,,,,
Trinity County,9/2/20,,,,,
Tulare County,9/2/20,108,60,,,
Tuolumne County,9/2/20,21,21,,,
Ventura County,9/2/20,341,144,,,
Yolo County,9/2/20,167,105,,,
Yuba County,9/2/20,,,,,
Wilton Rancheria Tribe,9/2/20,,,,,
Bishop Paiute Tribal Council,9/2/20,,,,,
Alameda County,9/3/20,973,736,91,91,
Alpine County,9/3/20,,,,,
Amador County,9/3/20,,,,,
Butte County,9/3/20,119,119,,,
Calaveras County,9/3/20,29,14,,,
Colusa County,9/3/20,,,,,
Contra Costa County,9/3/20,550,481,,,
Del Norte County,9/3/20,29,28,,,
El Dorado County,9/3/20,46,42,,,
Fresno County,9/3/20,385,404,28,28,
Glenn County,9/3/20,,,,,
Humboldt County,9/3/20,74,45,15,,
Imperial County,9/3/20,126,120,80,79,
Inyo County,9/3/20,,,,,
Kern County,9/3/20,,,15,15,
Kings County,9/3/20,64,58,,,
Lake County,9/3/20,,,,,
Lassen County,9/3/20,,,,,
Los Angeles County,9/3/20,4633,3884,651,651,
Madera County ,9/3/20,19,,,,
Marin County ,9/3/20,165,85,44,,
Mariposa County,9/3/20,,,,,
Mendocino County,9/3/20,98,,,,
Merced County,9/3/20,75,19,,,
Modoc County,9/3/20,,,,,
Mono County,9/3/20,,,,,
Monterey County,9/3/20,115,73,108,15,
Napa County ,9/3/20,111,99,18,12,
Nevada County ,9/3/20,56,,,,
Orange County,9/3/20,692,561,78,78,
Placer County,9/3/20,83,64,12,12,
Plumas County,9/3/20,,,,,
Riverside County,9/3/20,367,367,15,15,
Sacramento County,9/3/20,525,503,63,63,
San Benito County,9/3/20,,,,,
San Bernardino County,9/3/20,427,427,20,,20
San Diego County,9/3/20,1327,149,44,44,
San Francisco,9/3/20,2613,1929,91,91,
San Joaquin County,9/3/20,73,69,,,
San Luis Obispo County,9/3/20,155,,14,14,
San Mateo County,9/3/20,166,166,,,
Santa Barbara County,9/3/20,114,75,,,
Santa Clara County,9/3/20,837,637,105,12,
Santa Cruz County,9/3/20,242,168,35,,12
Shasta County,9/3/20,75,72,,,
Sierra County,9/3/20,,,,,
Siskiyou County,9/3/20,,,,,
Solano County,9/3/20,127,112,,,
Sonoma County,9/3/20,94,78,24,24,
Stanislaus County,9/3/20,123,91,,,
Sutter County,9/3/20,18,18,,,
Tehama County,9/3/20,,,,,
Trinity County,9/3/20,,,,,
Tulare County,9/3/20,108,60,,,
Tuolumne County,9/3/20,21,21,,,
Ventura County,9/3/20,341,144,,,
Yolo County,9/3/20,167,103,,,
Yuba County,9/3/20,,,,,
Wilton Rancheria Tribe,9/3/20,,,,,
Bishop Paiute Tribal Council,9/3/20,,,,,
Alameda County,9/4/20,973,738,91,91,
Alpine County,9/4/20,,,,,
Amador County,9/4/20,,,,,
Butte County,9/4/20,119,119,,,
Calaveras County,9/4/20,29,14,,,
Colusa County,9/4/20,,,,,
Contra Costa County,9/4/20,550,481,,,
Del Norte County,9/4/20,29,28,,,
El Dorado County,9/4/20,46,42,,,
Fresno County,9/4/20,385,404,28,28,
Glenn County,9/4/20,,,,,
Humboldt County,9/4/20,74,45,15,,
Imperial County,9/4/20,126,120,80,79,
Inyo County,9/4/20,,,,,
Kern County,9/4/20,,,15,15,
Kings County,9/4/20,64,58,,,
Lake County,9/4/20,,,,,
Lassen County,9/4/20,,,,,
Los Angeles County,9/4/20,4633,3886,651,651,
Madera County ,9/4/20,19,,,,
Marin County ,9/4/20,165,85,44,,
Mariposa County,9/4/20,,,,,
Mendocino County,9/4/20,98,,,,
Merced County,9/4/20,75,19,,,
Modoc County,9/4/20,,,,,
Mono County,9/4/20,,,,,
Monterey County,9/4/20,115,73,108,15,
Napa County ,9/4/20,111,99,18,12,
Nevada County ,9/4/20,56,,,,
Orange County,9/4/20,692,559,78,78,
Placer County,9/4/20,83,64,12,12,
Plumas County,9/4/20,,,,,
Riverside County,9/4/20,364,364,15,15,
Sacramento County,9/4/20,525,503,63,63,
San Benito County,9/4/20,,,,,
San Bernardino County,9/4/20,427,427,20,,20
San Diego County,9/4/20,1327,140,44,44,
San Francisco,9/4/20,2613,1933,91,91,
San Joaquin County,9/4/20,73,69,,,
San Luis Obispo County,9/4/20,155,,14,14,
San Mateo County,9/4/20,166,166,,,
Santa Barbara County,9/4/20,114,73,,,
Santa Clara County,9/4/20,837,631,105,12,
Santa Cruz County,9/4/20,242,168,35,,12
Shasta County,9/4/20,75,72,,,
Sierra County,9/4/20,,,,,
Siskiyou County,9/4/20,,,,,
Solano County,9/4/20,127,112,,,
Sonoma County,9/4/20,94,78,24,24,
Stanislaus County,9/4/20,124,89,,,
Sutter County,9/4/20,21,21,,,
Tehama County,9/4/20,,,,,
Trinity County,9/4/20,,,,,
Tulare County,9/4/20,108,60,,,
Tuolumne County,9/4/20,21,21,,,
Ventura County,9/4/20,341,144,,,
Yolo County,9/4/20,167,103,,,
Yuba County,9/4/20,,,,,
Wilton Rancheria Tribe,9/4/20,,,,,
Bishop Paiute Tribal Council,9/4/20,,,,,
Alameda County,9/8/20,973,740,91,91,
Alpine County,9/8/20,,,,,
Amador County,9/8/20,,,,,
Butte County,9/8/20,117,117,,,
Calaveras County,9/8/20,29,14,,,
Colusa County,9/8/20,,,,,
Contra Costa County,9/8/20,550,477,,,
Del Norte County,9/8/20,29,28,,,
El Dorado County,9/8/20,46,42,,,
Fresno County,9/8/20,385,404,28,28,
Glenn County,9/8/20,,,,,
Humboldt County,9/8/20,74,45,15,,
Imperial County,9/8/20,126,120,80,79,
Inyo County,9/8/20,,,,,
Kern County,9/8/20,,,15,15,
Kings County,9/8/20,64,58,,,
Lake County,9/8/20,,,,,
Lassen County,9/8/20,,,,,
Los Angeles County,9/8/20,4633,3889,651,651,
Madera County ,9/8/20,19,,,,
Marin County ,9/8/20,165,82,44,,
Mariposa County,9/8/20,,,,,
Mendocino County,9/8/20,99,,,,
Merced County,9/8/20,75,35,,,
Modoc County,9/8/20,,,,,
Mono County,9/8/20,,,,,
Monterey County,9/8/20,115,74,108,15,
Napa County ,9/8/20,111,99,18,12,
Nevada County ,9/8/20,56,,,,
Orange County,9/8/20,692,549,78,78,
Placer County,9/8/20,83,59,12,12,
Plumas County,9/8/20,,,,,
Riverside County,9/8/20,361,361,15,15,
Sacramento County,9/8/20,525,503,63,63,
San Benito County,9/8/20,,,,,
San Bernardino County,9/8/20,427,427,20,,20
San Diego County,9/8/20,1327,141,44,44,
San Francisco,9/8/20,2613,1923,91,91,
San Joaquin County,9/8/20,73,68,,,
San Luis Obispo County,9/8/20,155,,14,14,
San Mateo County,9/8/20,167,167,,,
Santa Barbara County,9/8/20,114,75,,,
Santa Clara County,9/8/20,837,634,105,12,
Santa Cruz County,9/8/20,242,155,35,,12
Shasta County,9/8/20,87,75,,,
Sierra County,9/8/20,,,,,
Siskiyou County,9/8/20,,,,,
Solano County,9/8/20,127,112,,,
Sonoma County,9/8/20,94,78,24,24,
Stanislaus County,9/8/20,124,87,,,
Sutter County,9/8/20,18,18,,,
Tehama County,9/8/20,,,,,
Trinity County,9/8/20,,,,,
Tulare County,9/8/20,108,61,,,
Tuolumne County,9/8/20,21,21,,,
Ventura County,9/8/20,341,144,,,
Yolo County,9/8/20,167,110,,,
Yuba County,9/8/20,,,,,
Wilton Rancheria Tribe,9/8/20,,,,,
Bishop Paiute Tribal Council,9/8/20,,,,,
Alameda County,9/9/20,973,723,91,91,
Alpine County,9/9/20,,,,,
Amador County,9/9/20,,,,,
Butte County,9/9/20,117,117,,,
Calaveras County,9/9/20,29,11,,,
Colusa County,9/9/20,,,,,
Contra Costa County,9/9/20,550,479,,,
Del Norte County,9/9/20,29,28,,,
El Dorado County,9/9/20,46,43,,,
Fresno County,9/9/20,385,404,28,28,
Glenn County,9/9/20,,,,,
Humboldt County,9/9/20,74,45,15,,
Imperial County,9/9/20,126,121,80,79,
Inyo County,9/9/20,,,,,
Kern County,9/9/20,,,15,15,
Kings County,9/9/20,64,58,,,
Lake County,9/9/20,,,,,
Lassen County,9/9/20,,,,,
Los Angeles County,9/9/20,4634,3809,651,651,
Madera County ,9/9/20,19,,,,
Marin County ,9/9/20,165,83,44,,
Mariposa County,9/9/20,,,,,
Mendocino County,9/9/20,99,,,,
Merced County,9/9/20,75,25,,,
Modoc County,9/9/20,,,,,
Mono County,9/9/20,,,,,
Monterey County,9/9/20,115,75,108,15,
Napa County ,9/9/20,111,99,18,12,
Nevada County ,9/9/20,56,,,,
Orange County,9/9/20,692,549,78,78,
Placer County,9/9/20,83,59,12,12,
Plumas County,9/9/20,,,,,
Riverside County,9/9/20,361,361,15,15,
Sacramento County,9/9/20,525,503,63,63,
San Benito County,9/9/20,,,,,
San Bernardino County,9/9/20,427,427,20,,20
San Diego County,9/9/20,1327,141,44,44,
San Francisco,9/9/20,2613,1914,91,91,
San Joaquin County,9/9/20,73,68,,,
San Luis Obispo County,9/9/20,155,,14,14,
San Mateo County,9/9/20,167,167,,,
Santa Barbara County,9/9/20,114,69,,,
Santa Clara County,9/9/20,837,632,105,12,
Santa Cruz County,9/9/20,242,155,35,,12
Shasta County,9/9/20,87,75,,,
Sierra County,9/9/20,,,,,
Siskiyou County,9/9/20,,,,,
Solano County,9/9/20,127,112,,,
Sonoma County,9/9/20,94,78,24,24,
Stanislaus County,9/9/20,123,87,,,
Sutter County,9/9/20,18,18,,,
Tehama County,9/9/20,,,,,
Trinity County,9/9/20,,,,,
Tulare County,9/9/20,108,61,,,
Tuolumne County,9/9/20,21,21,,,
Ventura County,9/9/20,341,144,,,
Yolo County,9/9/20,167,112,,,
Yuba County,9/9/20,,,,,
Wilton Rancheria Tribe,9/9/20,,,,,
Bishop Paiute Tribal Council,9/9/20,,,,,
Alameda County,9/10/20,973,714,91,91,
Alpine County,9/10/20,,,,,
Amador County,9/10/20,,,,,
Butte County,9/10/20,117,117,,,
Calaveras County,9/10/20,29,11,,,
Colusa County,9/10/20,,,,,
Contra Costa County,9/10/20,550,480,,,
Del Norte County,9/10/20,29,28,,,
El Dorado County,9/10/20,46,43,,,
Fresno County,9/10/20,385,404,28,28,
Glenn County,9/10/20,,,,,
Humboldt County,9/10/20,74,45,15,,
Imperial County,9/10/20,126,122,80,79,
Inyo County,9/10/20,,,,,
Kern County,9/10/20,,,15,15,
Kings County,9/10/20,64,58,,,
Lake County,9/10/20,,,,,
Lassen County,9/10/20,,,,,
Los Angeles County,9/10/20,4637,3802,651,651,
Madera County ,9/10/20,19,,,,
Marin County ,9/10/20,140,83,44,,
Mariposa County,9/10/20,,,,,
Mendocino County,9/10/20,99,,,,
Merced County,9/10/20,75,25,,,
Modoc County,9/10/20,,,,,
Mono County,9/10/20,,,,,
Monterey County,9/10/20,115,75,108,15,
Napa County ,9/10/20,111,99,18,12,
Nevada County ,9/10/20,56,,,,
Orange County,9/10/20,692,554,78,78,
Placer County,9/10/20,83,59,12,12,
Plumas County,9/10/20,,,,,
Riverside County,9/10/20,360,360,15,15,
Sacramento County,9/10/20,525,503,63,63,
San Benito County,9/10/20,,,,,
San Bernardino County,9/10/20,427,427,20,,20
San Diego County,9/10/20,1327,155,44,44,
San Francisco,9/10/20,2613,1916,91,91,
San Joaquin County,9/10/20,73,67,,,
San Luis Obispo County,9/10/20,155,,14,14,
San Mateo County,9/10/20,167,167,,,
Santa Barbara County,9/10/20,114,68,,,
Santa Clara County,9/10/20,837,632,105,12,
Santa Cruz County,9/10/20,242,154,35,,12
Shasta County,9/10/20,92,74,,,
Sierra County,9/10/20,,,,,
Siskiyou County,9/10/20,,,,,
Solano County,9/10/20,127,113,,,
Sonoma County,9/10/20,94,78,24,24,
Stanislaus County,9/10/20,124,88,,,
Sutter County,9/10/20,18,18,,,
Tehama County,9/10/20,,,,,
Trinity County,9/10/20,,,,,
Tulare County,9/10/20,108,65,,,
Tuolumne County,9/10/20,21,21,,,
Ventura County,9/10/20,341,144,,,
Yolo County,9/10/20,167,112,,,
Yuba County,9/10/20,,,,,
Wilton Rancheria Tribe,9/10/20,,,,,
Bishop Paiute Tribal Council,9/10/20,,,,,
Alameda County,9/11/20,973,716,91,91,
Alpine County,9/11/20,,,,,
Amador County,9/11/20,,,,,
Butte County,9/11/20,117,117,,,
Calaveras County,9/11/20,29,,,,
Colusa County,9/11/20,,,,,
Contra Costa County,9/11/20,550,478,,,
Del Norte County,9/11/20,29,28,,,
El Dorado County,9/11/20,46,43,,,
Fresno County,9/11/20,385,386,28,28,
Glenn County,9/11/20,,,,,
Humboldt County,9/11/20,74,45,15,,
Imperial County,9/11/20,136,32,80,79,
Inyo County,9/11/20,,,,,
Kern County,9/11/20,,,15,15,
Kings County,9/11/20,64,58,,,
Lake County,9/11/20,,,,,
Lassen County,9/11/20,,,,,
Los Angeles County,9/11/20,4637,3829,651,651,
Madera County ,9/11/20,19,,,,
Marin County ,9/11/20,140,83,44,,
Mariposa County,9/11/20,11,11,,,
Mendocino County,9/11/20,99,,,,
Merced County,9/11/20,75,25,,,
Modoc County,9/11/20,,,,,
Mono County,9/11/20,,,,,
Monterey County,9/11/20,115,75,108,15,
Napa County ,9/11/20,111,99,18,12,
Nevada County ,9/11/20,56,,,,
Orange County,9/11/20,692,551,78,78,
Placer County,9/11/20,83,59,12,12,
Plumas County,9/11/20,,,,,
Riverside County,9/11/20,355,355,15,15,
Sacramento County,9/11/20,525,503,63,63,
San Benito County,9/11/20,,,,,
San Bernardino County,9/11/20,427,427,20,,20
San Diego County,9/11/20,1327,151,44,44,
San Francisco,9/11/20,2613,1935,91,91,
San Joaquin County,9/11/20,73,68,,,
San Luis Obispo County,9/11/20,155,,14,14,
San Mateo County,9/11/20,166,166,,,
Santa Barbara County,9/11/20,114,67,,,
Santa Clara County,9/11/20,837,636,105,12,
Santa Cruz County,9/11/20,242,154,35,,12
Shasta County,9/11/20,92,76,,,
Sierra County,9/11/20,,,,,
Siskiyou County,9/11/20,,,,,
Solano County,9/11/20,127,112,,,
Sonoma County,9/11/20,94,78,24,24,
Stanislaus County,9/11/20,124,88,,,
Sutter County,9/11/20,18,18,,,
Tehama County,9/11/20,,,,,
Trinity County,9/11/20,,,,,
Tulare County,9/11/20,108,64,,,
Tuolumne County,9/11/20,21,21,,,
Ventura County,9/11/20,341,144,,,
Yolo County,9/11/20,148,122,,,
Yuba County,9/11/20,,,,,
Wilton Rancheria Tribe,9/11/20,,,,,
Bishop Paiute Tribal Council,9/11/20,,,,,
Alameda County,9/14/20,973,726,91,91,
Alpine County,9/14/20,,,,,
Amador County,9/14/20,,,,,
Butte County,9/14/20,117,117,,,
Calaveras County,9/14/20,29,,,,
Colusa County,9/14/20,,,,,
Contra Costa County,9/14/20,550,471,,,
Del Norte County,9/14/20,29,28,,,
El Dorado County,9/14/20,46,43,,,
Fresno County,9/14/20,385,386,28,28,
Glenn County,9/14/20,,,,,
Humboldt County,9/14/20,74,45,15,,
Imperial County,9/14/20,136,32,80,79,
Inyo County,9/14/20,,,,,
Kern County,9/14/20,,,15,15,
Kings County,9/14/20,64,58,,,
Lake County,9/14/20,,,,,
Lassen County,9/14/20,,,,,
Los Angeles County,9/14/20,4637,3789,651,651,
Madera County ,9/14/20,19,,,,
Marin County ,9/14/20,140,83,44,,
Mariposa County,9/14/20,12,12,,,
Mendocino County,9/14/20,99,,,,
Merced County,9/14/20,75,25,,,
Modoc County,9/14/20,,,,,
Mono County,9/14/20,,,,,
Monterey County,9/14/20,115,75,108,15,
Napa County ,9/14/20,111,99,18,12,
Nevada County ,9/14/20,56,,,,
Orange County,9/14/20,692,551,78,78,
Placer County,9/14/20,83,59,12,12,
Plumas County,9/14/20,,,,,
Riverside County,9/14/20,355,355,15,15,
Sacramento County,9/14/20,525,444,63,63,
San Benito County,9/14/20,,,,,
San Bernardino County,9/14/20,427,427,20,,20
San Diego County,9/14/20,1327,150,44,44,
San Francisco,9/14/20,2613,1911,91,91,
San Joaquin County,9/14/20,73,69,,,
San Luis Obispo County,9/14/20,155,,14,14,
San Mateo County,9/14/20,165,165,,,
Santa Barbara County,9/14/20,114,67,,,
Santa Clara County,9/14/20,837,635,105,12,
Santa Cruz County,9/14/20,242,154,35,,12
Shasta County,9/14/20,92,76,,,
Sierra County,9/14/20,,,,,
Siskiyou County,9/14/20,,,,,
Solano County,9/14/20,127,114,,,
Sonoma County,9/14/20,94,78,24,24,
Stanislaus County,9/14/20,124,88,,,
Sutter County,9/14/20,,,,,
Tehama County,9/14/20,,,,,
Trinity County,9/14/20,,,,,
Tulare County,9/14/20,108,64,,,
Tuolumne County,9/14/20,21,21,,,
Ventura County,9/14/20,341,144,,,
Yolo County,9/14/20,148,122,,,
Yuba County,9/14/20,,,,,
Wilton Rancheria Tribe,9/14/20,,,,,
Bishop Paiute Tribal Council,9/14/20,,,,,
Alameda County,9/15/20,973,730,91,91,
Alpine County,9/15/20,,,,,
Amador County,9/15/20,,,,,
Butte County,9/15/20,117,117,,,
Calaveras County,9/15/20,29,,,,
Colusa County,9/15/20,,,,,
Contra Costa County,9/15/20,550,475,,,
Del Norte County,9/15/20,29,28,,,
El Dorado County,9/15/20,46,43,,,
Fresno County,9/15/20,385,386,28,28,
Glenn County,9/15/20,,,,,
Humboldt County,9/15/20,74,45,15,,
Imperial County,9/15/20,136,32,80,79,
Inyo County,9/15/20,,,,,
Kern County,9/15/20,,,15,15,
Kings County,9/15/20,64,58,,,
Lake County,9/15/20,,,,,
Lassen County,9/15/20,,,,,
Los Angeles County,9/15/20,4637,3785,651,651,
Madera County ,9/15/20,19,,,,
Marin County ,9/15/20,140,83,44,,
Mariposa County,9/15/20,,,,,
Mendocino County,9/15/20,99,,,,
Merced County,9/15/20,75,25,,,
Modoc County,9/15/20,,,,,
Mono County,9/15/20,,,,,
Monterey County,9/15/20,115,77,108,15,
Napa County ,9/15/20,111,99,18,12,
Nevada County ,9/15/20,56,,,,
Orange County,9/15/20,692,555,78,78,
Placer County,9/15/20,83,59,12,12,
Plumas County,9/15/20,,,,,
Riverside County,9/15/20,355,355,15,15,
Sacramento County,9/15/20,525,444,63,63,
San Benito County,9/15/20,,,,,
San Bernardino County,9/15/20,427,427,20,,20
San Diego County,9/15/20,1327,153,44,44,
San Francisco,9/15/20,2613,1908,91,91,
San Joaquin County,9/15/20,73,69,,,
San Luis Obispo County,9/15/20,155,,14,14,
San Mateo County,9/15/20,166,166,,,
Santa Barbara County,9/15/20,114,69,,,
Santa Clara County,9/15/20,837,607,105,12,
Santa Cruz County,9/15/20,242,153,35,,12
Shasta County,9/15/20,92,76,,,
Sierra County,9/15/20,,,,,
Siskiyou County,9/15/20,,,,,
Solano County,9/15/20,127,114,,,
Sonoma County,9/15/20,94,78,24,24,
Stanislaus County,9/15/20,124,84,,,
Sutter County,9/15/20,,,,,
Tehama County,9/15/20,,,,,
Trinity County,9/15/20,,,,,
Tulare County,9/15/20,108,64,,,
Tuolumne County,9/15/20,21,21,,,
Ventura County,9/15/20,341,144,,,
Yolo County,9/15/20,148,121,,,
Yuba County,9/15/20,,,,,
Wilton Rancheria Tribe,9/15/20,,,,,
Bishop Paiute Tribal Council,9/15/20,,,,,
Alameda County,9/16/20,973,743,91,91,
Alpine County,9/16/20,,,,,
Amador County,9/16/20,,,,,
Butte County,9/16/20,117,117,,,
Calaveras County,9/16/20,29,,,,
Colusa County,9/16/20,,,,,
Contra Costa County,9/16/20,550,474,,,
Del Norte County,9/16/20,29,28,,,
El Dorado County,9/16/20,46,43,,,
Fresno County,9/16/20,385,386,28,28,
Glenn County,9/16/20,,,,,
Humboldt County,9/16/20,74,45,15,,
Imperial County,9/16/20,136,34,80,79,
Inyo County,9/16/20,,,,,
Kern County,9/16/20,,,15,15,
Kings County,9/16/20,64,58,,,
Lake County,9/16/20,,,,,
Lassen County,9/16/20,,,,,
Los Angeles County,9/16/20,4640,3737,651,651,
Madera County ,9/16/20,19,,,,
Marin County ,9/16/20,140,83,44,,
Mariposa County,9/16/20,,,,,
Mendocino County,9/16/20,99,,,,
Merced County,9/16/20,75,25,,,
Modoc County,9/16/20,,,,,
Mono County,9/16/20,,,,,
Monterey County,9/16/20,115,75,108,15,
Napa County ,9/16/20,111,99,18,12,
Nevada County ,9/16/20,56,,,,
Orange County,9/16/20,692,555,78,78,
Placer County,9/16/20,83,57,12,12,
Plumas County,9/16/20,,,,,
Riverside County,9/16/20,348,348,15,15,
Sacramento County,9/16/20,525,444,63,63,
San Benito County,9/16/20,,,,,
San Bernardino County,9/16/20,427,427,20,,20
San Diego County,9/16/20,1327,153,44,44,
San Francisco,9/16/20,2750,1910,91,91,
San Joaquin County,9/16/20,73,69,,,
San Luis Obispo County,9/16/20,155,,14,14,
San Mateo County,9/16/20,167,167,,,
Santa Barbara County,9/16/20,114,73,,,
Santa Clara County,9/16/20,837,567,105,12,
Santa Cruz County,9/16/20,242,154,35,,12
Shasta County,9/16/20,91,76,,,
Sierra County,9/16/20,,,,,
Siskiyou County,9/16/20,,,,,
Solano County,9/16/20,127,113,,,
Sonoma County,9/16/20,94,78,24,24,
Stanislaus County,9/16/20,123,82,,,
Sutter County,9/16/20,,,,,
Tehama County,9/16/20,,,,,
Trinity County,9/16/20,,,,,
Tulare County,9/16/20,108,64,,,
Tuolumne County,9/16/20,21,21,,,
Ventura County,9/16/20,341,144,,,
Yolo County,9/16/20,148,122,,,
Yuba County,9/16/20,,,,,
Wilton Rancheria Tribe,9/16/20,,,,,
Bishop Paiute Tribal Council,9/16/20,,,,,
Alameda County,9/17/20,973,748,91,91,
Alpine County,9/17/20,,,,,
Amador County,9/17/20,,,,,
Butte County,9/17/20,117,117,,,
Calaveras County,9/17/20,29,,,,
Colusa County,9/17/20,,,,,
Contra Costa County,9/17/20,550,483,,,
Del Norte County,9/17/20,29,28,,,
El Dorado County,9/17/20,46,43,,,
Fresno County,9/17/20,385,386,28,28,
Glenn County,9/17/20,,,,,
Humboldt County,9/17/20,74,45,15,,
Imperial County,9/17/20,136,34,80,79,
Inyo County,9/17/20,,,,,
Kern County,9/17/20,,,15,15,
Kings County,9/17/20,64,58,,,
Lake County,9/17/20,,,,,
Lassen County,9/17/20,,,,,
Los Angeles County,9/17/20,4639,3736,651,651,
Madera County ,9/17/20,19,,,,
Marin County ,9/17/20,140,83,44,,
Mariposa County,9/17/20,,,,,
Mendocino County,9/17/20,99,,,,
Merced County,9/17/20,75,25,,,
Modoc County,9/17/20,,,,,
Mono County,9/17/20,,,,,
Monterey County,9/17/20,115,79,108,15,
Napa County ,9/17/20,111,99,18,12,
Nevada County ,9/17/20,56,,,,
Orange County,9/17/20,692,557,78,78,
Placer County,9/17/20,83,57,12,12,
Plumas County,9/17/20,,,,,
Riverside County,9/17/20,340,340,15,15,
Sacramento County,9/17/20,529,444,63,63,
San Benito County,9/17/20,,,,,
San Bernardino County,9/17/20,427,427,20,,20
San Diego County,9/17/20,1327,151,44,44,
San Francisco,9/17/20,2750,1916,91,91,
San Joaquin County,9/17/20,73,69,,,
San Luis Obispo County,9/17/20,155,,14,14,
San Mateo County,9/17/20,169,169,,,
Santa Barbara County,9/17/20,114,71,,,
Santa Clara County,9/17/20,837,571,105,12,
Santa Cruz County,9/17/20,242,154,35,,12
Shasta County,9/17/20,91,76,,,
Sierra County,9/17/20,,,,,
Siskiyou County,9/17/20,,,,,
Solano County,9/17/20,127,113,,,
Sonoma County,9/17/20,94,78,24,24,
Stanislaus County,9/17/20,125,83,,,
Sutter County,9/17/20,,,,,
Tehama County,9/17/20,,,,,
Trinity County,9/17/20,,,,,
Tulare County,9/17/20,108,71,,,
Tuolumne County,9/17/20,21,21,,,
Ventura County,9/17/20,341,144,,,
Yolo County,9/17/20,148,123,,,
Yuba County,9/17/20,,,,,
Wilton Rancheria Tribe,9/17/20,,,,,
Bishop Paiute Tribal Council,9/17/20,,,,,
Alameda County,9/18/20,973,760,91,91,
Alpine County,9/18/20,,,,,
Amador County,9/18/20,,,,,
Butte County,9/18/20,117,117,,,
Calaveras County,9/18/20,29,,,,
Colusa County,9/18/20,,,,,
Contra Costa County,9/18/20,550,478,,,
Del Norte County,9/18/20,29,28,,,
El Dorado County,9/18/20,46,43,,,
Fresno County,9/18/20,385,386,28,28,
Glenn County,9/18/20,,,,,
Humboldt County,9/18/20,74,45,15,,
Imperial County,9/18/20,136,33,80,79,
Inyo County,9/18/20,,,,,
Kern County,9/18/20,,,15,15,
Kings County,9/18/20,64,58,,,
Lake County,9/18/20,,,,,
Lassen County,9/18/20,,,,,
Los Angeles County,9/18/20,4639,3717,651,651,
Madera County ,9/18/20,19,,,,
Marin County ,9/18/20,128,88,44,,
Mariposa County,9/18/20,,,,,
Mendocino County,9/18/20,99,,,,
Merced County,9/18/20,75,25,,,
Modoc County,9/18/20,,,,,
Mono County,9/18/20,,,,,
Monterey County,9/18/20,115,79,108,15,
Napa County ,9/18/20,111,99,18,12,
Nevada County ,9/18/20,56,,,,
Orange County,9/18/20,692,557,78,78,
Placer County,9/18/20,83,57,12,12,
Plumas County,9/18/20,,,,,
Riverside County,9/18/20,338,338,15,15,
Sacramento County,9/18/20,529,444,63,63,
San Benito County,9/18/20,,,,,
San Bernardino County,9/18/20,427,427,20,,20
San Diego County,9/18/20,1327,150,44,44,
San Francisco,9/18/20,2750,1926,91,91,
San Joaquin County,9/18/20,73,69,,,
San Luis Obispo County,9/18/20,155,,14,14,
San Mateo County,9/18/20,171,171,,,
Santa Barbara County,9/18/20,114,68,,,
Santa Clara County,9/18/20,837,571,105,12,
Santa Cruz County,9/18/20,242,156,35,,12
Shasta County,9/18/20,91,76,,,
Sierra County,9/18/20,,,,,
Siskiyou County,9/18/20,,,,,
Solano County,9/18/20,127,113,,,
Sonoma County,9/18/20,94,78,24,24,
Stanislaus County,9/18/20,124,81,,,
Sutter County,9/18/20,,,,,
Tehama County,9/18/20,,,,,
Trinity County,9/18/20,,,,,
Tulare County,9/18/20,108,71,,,
Tuolumne County,9/18/20,21,21,,,
Ventura County,9/18/20,341,144,,,
Yolo County,9/18/20,148,119,,,
Yuba County,9/18/20,,,,,
Wilton Rancheria Tribe,9/18/20,,,,,
Bishop Paiute Tribal Council,9/18/20,,,,,
Alameda County,9/21/20,973,763,91,91,
Alpine County,9/21/20,,,,,
Amador County,9/21/20,,,,,
Butte County,9/21/20,115,115,,,
Calaveras County,9/21/20,29,,,,
Colusa County,9/21/20,,,,,
Contra Costa County,9/21/20,550,473,,,
Del Norte County,9/21/20,29,28,,,
El Dorado County,9/21/20,46,43,,,
Fresno County,9/21/20,385,386,28,28,
Glenn County,9/21/20,,,,,
Humboldt County,9/21/20,74,45,15,,
Imperial County,9/21/20,136,32,80,79,
